signalname,pub_year,n_j,mean_m,sd_m,sharpe_m,sharpe_ann,frontier_at_nj,margin,censored
RDcap,2011,156,-0.1925440501538113,4.061946683366028,-0.0474019146884161,-0.1642050492327643,1.672121849626994,-1.8363268988597583,False
REV6,1996,336,0.546449301525322,3.1870616072401656,0.1714586565518322,0.5939502090905515,1.090499188445365,-0.49654897935481346,False
RIO_Disp,2005,228,0.3897121745907817,3.157330869538848,0.1234308948582579,0.4275771622363897,1.337489633604687,-0.9099124713682973,False
RIO_MB,2005,228,0.0808915169027979,2.811346377238192,0.0287732303488921,0.0996733937243279,1.337489633604687,-1.2378162398803592,False
RIO_Turnover,2005,228,0.4308242776122591,3.4871148633808513,0.1235474868168132,0.4279810486283331,1.337489633604687,-0.909508584976354,False
RIO_Volatility,2005,228,0.9247045291785072,4.414159530620376,0.2094859786475698,0.72568071698176,1.337489633604687,-0.6118089166229271,False
RIVolSpread,2009,157,0.1576564683847999,3.4992562379796235,0.0450542794419155,0.1560726021836072,1.6674741799600177,-1.5114015777764105,False
RealizedVol,2006,216,0.0502226620511057,7.008923182627219,0.0071655318145861,0.0248221303322288,1.3932616696084048,-1.368439539276176,False
Recomm_ShortInterest,2011,156,0.4469477388492103,4.877500569083937,0.0916345846645699,0.3174315127390142,1.672121849626994,-1.35469033688798,False
ResidualMomentum,2011,156,0.3261864293680202,3.176583579926617,0.1026846677132152,0.3557101232752324,1.672121849626994,-1.3164117263517616,False
ReturnSkew,2015,108,0.2784600917022319,2.2537419786527817,0.1235545569722612,0.4280055403652398,2.0438199529312753,-1.6158144125660354,True
ReturnSkew3F,2015,108,0.2131511074199631,1.8487574768255168,0.1152942503772657,0.3993909989479828,2.0438199529312753,-1.6444289539832924,True
RevenueSurprise,2006,216,0.3744917816199133,1.995214781710622,0.1876949715152161,0.650194453979095,1.3932616696084048,-0.7430672156293098,False
RoE,1996,336,0.3796178159442777,3.3701815771352783,0.1126401670817275,0.3901969847171987,1.090499188445365,-0.7003022037281663,False
SP,1996,336,0.8830331277187278,5.057256048938265,0.1746071622978461,0.6048569529305888,1.090499188445365,-0.48564223551477614,False
STreversal,1990,408,1.6089490651773637,7.787933231351811,0.2065951283069854,0.71566651764782,0.9794410170512325,-0.2637744994034126,False
ShareIss1Y,2008,192,0.8547613638601078,4.570276922510894,0.1870261645744006,0.6478776387752008,1.5048057416158407,-0.8569281028406399,False
ShareIss5Y,2006,216,0.877460876245249,3.904249187183785,0.2247451005754527,0.7785398658977227,1.3932616696084048,-0.6147218037106821,False
ShareRepurchase,1995,348,0.2845686467586416,2.206350416898799,0.1289770856791758,0.4467897308169934,1.0665968873009146,-0.6198071564839212,False
ShareVol,1998,312,0.0542944811305106,3.3461905784108867,0.0162257587720228,0.0562076771689999,1.1383037907342661,-1.0820961135652662,False
ShortInterest,2001,276,0.9829098943035568,4.10482480874035,0.2394523372131886,0.8294872280887169,1.2100106941676176,-0.38052346607890075,False
Size,1981,516,0.0479939843755066,3.261054719992822,0.0147173195473433,0.0509822904144505,0.8709305368397643,-0.8199482464253138,False
SmileSlope,2011,133,0.8514126948882719,1.9022582621211823,0.4475799694721121,1.5504624951516504,1.7790182519674533,-0.22855575681580298,False
Spinoff,1993,372,-0.0293836929759033,3.5070692328395796,-0.0083784182817834,-0.0290236923022257,1.025739072650199,-1.0547627649524247,False
SurpriseRD,2004,240,-0.0266600599111882,1.565239694140507,-0.0170325733566497,-0.0590025648747227,1.2817175976009691,-1.340720162475692,False
Tax,2004,240,0.3659100121166624,1.7761684667333184,0.2060108705733496,0.7136425894890752,1.2817175976009691,-0.5680750081118939,False
TotalAccruals,2005,228,0.0167808833676334,2.4863640120857986,0.0067491659652667,0.0233797967211132,1.337489633604687,-1.314109836883574,False
TrendFactor,2016,96,0.1812461197409902,3.7314515913869135,0.0485725501998605,0.1682602495986964,2.2482019482244024,-2.079941698625706,True
